mid,text,text_cut
4785709400986589,"在凤凰网#行动者联盟企业社会责任与创新论坛# 上，招商银行原行长、深圳国际公益学院董事会主席、联合国可持续发展影响力目标指导委员会委员马蔚华分享主题为《以企业的ESG评估助力双碳目标的实现》。
马蔚华认为，ESG（环境、社会和公司治理）是可持续发展在微观方面的反应。它的理念和做法，是实现双碳目标的抓手和推动力量。“它从环境效益、社会效益和经济效益三个维度出发，发挥政策的引导作用，有助于企业绿色低碳转型，能源结构调整和减碳、减排工作，从而促进双碳目标的实现。” L凤凰网公益的微博视频 收起d",凤凰网 行动者 联盟 企业 社会 责任 创新 论坛 招商银行 行长 深圳 国际 公益 学院 董事会 主席 联合国 持续 发展 影响力 目标 指导 委员会 委员 马蔚华 分享 主题 企业 评估 助力 双碳 目标 马蔚华 环境 社会 公司 治理 持续 发展 微观 理念 做法 双碳 目标 抓手 力量 环境效益 社会效益 经济效益 三个 维度 出发 发挥 政策 引导 作用 有助于 企业 绿色 低碳 转型 能源 结构调整 减碳 减排 工作 双碳 目标 凤凰网 公益 微博 视频
4785706964618070,"【水果总动员 智趣大闯关——裕安区紫竹林小学采用“游园闯关”方式开展无纸化测评】

减负不减质，双减不减成长。为切实落实双减政策，更好促进学生发展，突破书面考试评价过分强调甄别与选拔功能、忽视激励和发展性功能的弊端，全面推进素质教育，日前，裕安区紫竹林小学采用“游园闯关”的方式来对学二年级学生进行“无纸化”测评。

该校“无纸化”测评结合学科评价标准以及学生的年龄特点，语文设置了“识字阁”“悦读坊”“口语苑”关卡。数学设置了“数字角”“操作园”“应用厅”三个环节。学生们佩戴水果头饰，兴奋又紧张地开始了游园大闯关。整个测评过程中充满了趣味性。一张张稚嫩的小脸上绽放出灿烂的笑容，孩子们不断为自己得到的星星欢呼雀跃。在孩子们闯关的过程中，真切体会到了“玩中学、学中思、思中用”。

无纸化测评结束后，孩子们激动地展示自己的成果，眼里绽放出喜悦的光芒。这种寓教于乐，寓教于趣，寓考于乐的方式，不仅让学生在趣味化、多样化、情境化中灵活地运用所学知识，更锻炼了孩子们的想象力和应变能力，让孩子们在实践中收获智慧与欢乐。学校负责人表示，将以此次测评为契机在“双减”的道路上探究和完善多元化的测评模式，为孩子们创造更广阔的发展空间。(朱莹莹 皖西日报融媒体记者 张世巧) 收起d",水果 总动员 智趣 闯关 裕安区 紫竹林 小学 采用 游园 闯关 方式 无纸化 测评 减负 不减 质双减 不减 成长 切实落实 双减 政策 更好 学生 发展 突破 书面 考试 评价 过分 甄别 选拔 功能 忽视 激励 发展 性功能 弊端 素质教育 日前 裕安区 紫竹林 小学 采用 游园 闯关 方式 对学 二年级 学生 无纸化 测评 该校 无纸化 测评 学科 评价 标准 学生 年龄 语文 设置 识字 阁悦 读坊 口语 关卡 数学 设置 数字 操作 三个 环节 学生 佩戴 水果 头饰 兴奋 紧张 游园 闯关 测评 过程 充满 趣味性 一张 稚嫩 脸上 绽放 灿烂 笑容 孩子 星星 欢呼雀跃 孩子 闯关 过程 真切 体会 中学 学中 思思 无纸化 测评 结束 孩子 激动 展示 成果 眼里 绽放 喜悦 光芒 寓教于乐 寓教于 趣寓 考于 方式 学生 趣味 多样化 情境 化中 灵活 所学 知识 锻炼 孩子 想象力 应变能力 孩子 在实践中 收获 智慧 欢乐 学校 负责人 测评 契机 双减 道路 探究 完善 多元化 测评 模式 孩子 创造 广阔 发展 空间 莹莹 皖西 日报 媒体 记者 张世巧
4785705735164278,小音咖与#VIP陪练#实际成为同一家公司旗下的两个平台。而在小音咖出现经营危机后，VIP陪练的情况同样不容乐观。多位购买#VIP陪练#平台课程的家长告诉记者，在小音咖出现危机后的一段时间，VIP陪练的课程还能正常进行。直到6月25日，他们也被临时通知课程取消，目前已无法上课，退费也无法与公司取得联系，在‘双减’政策的压力下，目前已经展开清退。 收起d,小音 咖与 陪练 一家 公司 旗下 两个 平台 小音 经营 危机 陪练 情况 不容乐观 多位 购买 陪练 平台 课程 家长 告诉 记者 小音 危机 一段时间 陪练 课程 临时 通知 课程 取消 上课 退费 公司 取得联系 双减 政策 压力 展开 清退
4785704846493291,"《家庭作业的迷失》

教育需要留白。家庭作业时间的多寡与学业成就之间没有线性相关。作者提到很多研究，但无具体参考文献。整本书看起来有些零乱，废话多。

总之，你得相信孩子消磨时光的能力。尤其低年级的娃没必要写太多作业。虽然是双减，政策是规定1.2年没有书面作业，但大环境一直这样，也不可能。布置作业的策略，以合理性为基础，这些会对老师的教学业务能力有很高的要求。这么想来，老师对40多个学生布置同样的作业，按部就班，恐怕效果也焉焉。只是不断重复，少了探索与思考。

这本书给我的价值就是，学习是娃自己的事情，相信他可以处理好。不需要额外妈妈牌作业，学会给教育做“减法”。 收起d",家庭作业 迷失 教育 留白 家庭作业 时间 多寡 学业 成就 之间 线性相关 作者 提到 研究 参考文献 整本书 零乱 废话 孩子 消磨时光 能力 低年级 写太多 作业 双减 政策 书面 作业 环境 布置 作业 策略 合理性 基础 老师 教学 业务 能力 想来 老师 多个 学生 布置 作业 按部就班 效果 重复 探索 思考 本书 价值 学习 事情 额外 妈妈 作业 学会 教育 减法
4785700937139974,【趣味测评无纸笔 乐享“双减”促成长 】不设考场，不用试卷，各种趣味闯关游戏当“主角”，成为本学期期末测评内容。为进一步落实“双减”政策，南宁市各小学转变传统考试思路，化“考”为“游”，别出心裁为低年级学生设计了各式各样无纸化趣味学业测评，有效促进教师、家长从关注学生学科成绩到关注学生科学素养的转变，做到“减负不减质”。低年级学生在充满童趣的游戏中“过关斩将”，体验学习的快乐，展现各学科综合学习成果。 收起d,趣味 测评 纸笔 乐享 双减 促成 长不设 考场 不用 试卷 趣味 闯关 游戏 主角 本学期 期末 测评 内容 进一步 落实 双减 政策 南宁市 小学 传统 考试 思路 化考 为游 别出心裁 低年级 学生 设计 各式各样 无纸化 趣味 学业 测评 教师 家长 关注 学生 学科 成绩 关注 学生 科学素养 减负 不减 低年级 学生 充满 童趣 游戏 过关斩将 体验 学习 快乐 展现 各学科 综合 学习 成果
4785700191605578,"【中信银行普惠金融“多快好省” 支持小微企业抗疫纾困】
为深入贯彻落实党中央、国务院决策部署，持续加大对小微企业的金融帮扶力度，中信银行以“多、快、好、省”的普惠金融服务，全力支持小微企业抗疫纾困。截至2022年一季度末，中信银行普惠金融贷款余额突破4000亿元，有贷户超20万户，不良率保持在同业较低水平。其中，普惠法人贷款规模在股份制银行中率先突破1000亿元，三年来贷款规模增长10倍，有贷户数量增长13倍，贷款不良率不到1%，贷款规模、户数、资产质量位居股份制银行首位。
满足产品需求，突出一个“多”字
中信银行以提高小微企业融资可得性为宗旨，建设普惠金融创新试验田、产品研发智能信贷工厂，打造涵盖“供应链类、场景类”等在内的“中信易贷”数字化产品体系，更好满足小微企业信用贷、随借随还、无还本续贷等各类融资需求。
完善供应链金融产品。中信银行依托供应链大数据，构建以“订单e贷、政采e贷、商票e贷”等上游供应商类产品体系，盘活核心企业上游小微企业的订单、应收账款、票据等流动资产；构建“经销e贷、信e销、保兑仓”等下游经销商类产品体系，挖掘核心企业下游小微企业信息流、资金流、物流等数据价值。中信银行石家庄分行将产品嵌入雄安新区建设资金管理区块链信息系统，实现“区块链技术”与“供应链场景”有机结合，贷款全线上操作，有效解决小微供应商、分包商融资问题，为雄安新区建设做出贡献。
丰富场景金融产品。中信银行深挖科创、外贸、物流等特色行业场景大数据价值，创新“科创e贷、关税e贷、物流e贷、银税e贷、跨境电商e贷”等纯信用、线上化场景类产品，实现小微企业“场景大数据”向“好信用”的有效转化。例如，中信银行积极响应国家“双创”发展战略，于2021年11月面向“专精特新”小微企业推出秒申秒贷、随借随还的“科创e贷”，截至2022年5月末，已向1000多户“专精特新”小微企业累计发放信用贷款近70亿元，以金额大、手续简、效率高、体验佳的特点，广受客户好评。
立足服务优化，突出一个“快”字
中信银行以提高小微企业服务满意度为中心，完善服务渠道、优化业务流程，为小微企业提供一站式、全周期、全方位综合金融服务，更好支持小微企业“短、小、频、急”的服务需求。
完善服务渠道。中信银行构建以手机银行、网上银行、微信银行、门户网站等为主体的线上化无接触客户服务渠道体系，7×24小时支持在线服务；客户经理依托MPP移动作业平台和内容管理平台，提供随时随地的贴心服务。
优化业务流程。中信银行根据小微企业特点优化审批授权、精简业务环节，完善审查审批标准，投产智能风控平台，实现客户贷款从申请、审批、支用、贷后、还款的全流程线上化操作。以中信银行业内首创的“物流e贷”为例，全流程无人工干预，客户从贷款申请到资金到账只需几分钟，其中首贷户占比超50%，支持物流保通保畅。
加大资源倾斜，突出一个“好”字
中信银行以降低小微企业负担为重点，强化政策资源倾斜，加大疫情防控支持力度，建立协调服务快速反应机制，更好保障小微企业金融服务工作开展。
优化资源配置。通过优惠利率将政策红利全部反哺小微企业。积极落实延期还本付息政策，仅一季度就为1694户受疫情影响暂时经营困难的小微企业办理延期还本付息50亿元。
支持疫情防控。出台普惠金融支持疫情防控七大举措，信贷规模专项保障、绿色通道全程开启，利率优惠、费用减免、展期续贷和征信保护多管齐下，积极支持小微企业抗疫复产。疫情防控期间，中信银行南京分行通过录音电话远程核实，依据电子材料审查审批，为江苏某生产医用防护服的高新技术企业提供200万元资金支持。中信银行深圳分行成立“普惠抗疫先锋队”，开辟绿色审批通道，通过电话、微信指导企业操作，仅在8天全城封控期间就投放线上化贷款110笔。中信银行上海分行主动摸排辖内客户，制定“主动投入类”“主动帮扶类”“战略布局类”客户清单，分类施策、主动对接、快速响应，足额保障企业金融需求。
做实减费让利，突出一个“省”字
中信银行以缓解小微企业融资贵为关键，在广泛减免服务收费的同时，着力降低资金成本、倒贷成本，努力节约时间成本、操作成本，力争为小微企业节省每一分钱。
减免服务收费。中信银行主动承担小微企业贷款房屋抵押登记费及房地产类押品评估费，减免转账汇款手续费、ATM跨行取现手续费、账户服务费、电子银行服务费等四大类11项结算费用。在上海等疫情较为严重的地区，将费用减免政策覆盖范围从小微企业和个体工商户扩大到全体对公客户，仅上海就惠及企业近5万户。
降低融资成本。中信银行持续提升普惠金融线上化水平，加大信用贷款推广力度，降低操作成本、往返成本。强化随借随还、无还本续贷业务推广，降低倒贷成本，实现借款还贷“无缝衔接”。通过内部流程精简、资金成本控制，以信贷成本优化持续让利小微企业。
下阶段，中信银行将继续秉承“价值普惠”理念，发挥国有银行“党建+普惠”特色优势，踔厉奋发、笃行不怠，以更加丰富的产品、更加便捷的服务、更加优质的资源、更加优惠的价格，持续提升普惠金融覆盖率、可得性和满意度，为支持小微企业抗疫纾困贡献更大更好的中信力量。 收起d",中信银行 普惠 金融 多快好省 支持 小微 企业 抗疫 困为 贯彻落实 党中央 国务院 决策 部署 持续 加大 对小微 企业 金融 帮扶 力度 中信银行 多快好省 普惠 金融服务 全力支持 小微 企业 抗疫 一季度 中信银行 普惠 金融 贷款 余额 突破 亿元 贷户 万户 不良率 同业 低水平 普惠 法人 贷款 规模 股份制 银行 率先 突破 亿元 三年 贷款 规模 增长 贷户 数量 增长 贷款 不良率 不到 贷款 规模 户数 资产 质量 位居 股份制 银行 首位 产品 需求 一个多 中信银行 提高 小微 企业 融资 可得性 宗旨 普惠 金融 创新 试验田 产品 研发 智能 信贷 工厂 打造 涵盖 供应链 场景 在内 中信 易贷 数字化 产品 体系 更好 小微 企业信用 贷随 本续 各类 融资 需求 完善 供应链 金融 产品 中信银行 依托 供应链 数据 构建 订单 贷政 采贷 商票 上游 供应商 类产品 体系 盘活 核心 企业 上游 小微 企业 订单 应收 账款 票据 流动资产 构建 经销 贷信销 保兑 下游 经销商 类产品 体系 挖掘 核心 企业 下游 小微 企业 信息流 资金流 物流 数据 价值 中信银行 石家庄 分行 产品 嵌入 雄安 新区 资金 管理 区块 信息系统 区块 技术 供应链 场景 有机 贷款 全线 操作 解决 小微 供应商 分包商 融资 为雄安 新区 做出 贡献 场景 金融 产品 中信银行 深挖 科创 外贸 物流 特色 行业 场景 数据 价值 创新 科创贷 关税 物流 贷银税 跨境 电商 贷等纯 信用 上化 场景 类产品 小微 企业 场景 数据 信用 转化 中信银行 积极响应 国家 双创 发展 战略 面向 专精 特新小微 企业 推出 申秒 贷随 创贷 月末 多户 专精 特新小微 企业 累计 发放 信用贷款 亿元 金额 手续 效率高 体验 广受 客户 好评 立足 服务 优化 快字 中信银行 提高 小微 企业 服务 满意度 中心 完善 服务 渠道 优化 业务流程 为小微 企业 提供 一站式 周期 全方位 综合 金融服务 更好 支持 小微 企业 短小 频急 服务 需求 完善 服务 渠道 中信银行 构建 手机 银行 网上银行 微信 银行 门户网站 主体 上化 接触 客户服务 渠道 体系 小时 支持 在线 服务 客户经理 依托 作业 平台 内容 管理 平台 提供 随时随地 贴心 服务 优化 业务流程 中信银行 小微 企业 优化 审批 授权 精简 业务 环节 完善 审查 审批 标准 投产 智能 风控 平台 客户 贷款 申请 审批 支用 贷后 还款 流程 上化 操作 中信银行 业内 首创 物流 贷为 例全 流程 人工干预 客户 贷款 申请 资金 几分钟 首贷户 比超 支持 物流 保通 保畅 加大 资源 倾斜 好字 中信银行 降低 小微 企业 负担 重点 强化 政策 资源 倾斜 加大 疫情 防控 支持 力度 建立 协调 服务 快速反应 机制 更好 保障 小微 企业 金融服务 工作 优化 资源配置 优惠 利率 政策 红利 反哺 小微 企业 落实 延期 还本付息 政策 一季度 疫情 影响 暂时 经营 困难 小微 企业 办理 延期 还本付息 亿元 支持 疫情 防控 出台 普惠 金融 支持 疫情 防控 七大 举措 信贷 规模 专项 保障 绿色通道 全程 开启 利率 优惠 费用 减免 展期 续贷 征信 保护 多管齐下 积极支持 小微 企业 抗疫 复产 疫情 防控 期间 中信银行 南京 分行 录音电话 远程 核实 电子 材料 审查 审批 江苏 生产 医用 防护服 高新技术 企业 提供 万元 资金 支持 中信银行 深圳 分行 成立 普惠 抗疫 先锋队 开辟 绿色 审批 通道 电话 微信 指导 企业 操作 全城 封控 期间 投放 上化 贷款 中信银行 上海 分行 主动 摸排 客户 制定 主动 投入 主动 帮扶 战略 布局 客户 清单 分类 施策 主动 对接 快速 响应 足额 保障 企业 金融 需求 做实 减费 让利 省字 中信银行 缓解 小微 企业 融资 贵为 关键 减免 服务 收费 着力 降低 资金 成本 倒贷 成本 努力 节约 时间 成本 操作 成本 力争 为小微 企业 节省 一分钱 减免 服务 收费 中信银行 主动 承担 小微 企业 贷款 房屋 抵押 登记费 房地产 类押品 评估费 减免 转账 汇款 手续费 跨行 取现 手续费 账户 服务费 电子 银行 服务费 四大 类项 结算 费用 上海 疫情 地区 费用 减免 政策 覆盖范围 企业 个体 工商户 对公 客户 上海 惠及 企业 万户 降低 融资 成本 中信银行 持续 提升 普惠 金融 上化 水平 加大 信用贷款 推广 力度 降低 操作 成本 往返 成本 强化 随借 本续 业务 推广 降低 倒贷 成本 借款 还贷 无缝 衔接 内部 流程 精简 资金 成本 控制 信贷 成本 优化 持续 让利 小微 企业 阶段 中信银行 秉承 价值 普惠 理念 发挥 国有银行 党建 普惠 特色 优势 踔厉奋发 笃行 不怠 产品 便捷 服务 优质 资源 优惠 价格 持续 提升 普惠 金融 覆盖率 可得性 满意度 支持 小微 企业 抗疫 贡献 更大 更好 中信 力量
4785696076205670,"智慧乐游园，勇闯冒险岛
探索五育融合新路径，落实“双减”政策亮奇招
这一季夏，可爱的若水娃们化身“小小探险家”，勇闯知识海洋中的冒险岛探险寻宝，他们将迎来各种挑战，需得运用他们在生活和学习中积累的各种知识，只有成为真正的勇士，才能顺利通关、寻宝成功。
活动于6月27、28日在双水小学荆顺校区拉开帷幕。6月27日上午为二年级活动日，6月28日上午为一年级活动日。一二年级学生在班主任的带领下，兴致勃勃地开始了他们的“勇闯冒险岛”趣味之旅。
愿望启航岛（二年级语文）
拿着自己的闯关卡，孩子们自信满满地开启了冒险之旅，快看，愿望墙面前的他们是那样得朝气蓬勃！
生字冒险岛（一年级语文）
生字宝宝可真淘气！他们施展着魔法分身术来考验孩子们。咱们若水娃可不怕，不仅能拼好生字宝宝，还能给它们组词；不仅能组词，还能背诵优美的古诗呢。
数字解密岛（一年级数学）
奇妙的数字精灵带领大家进入数字解密岛，小勇士们不仅经受住了计算能力的挑战，还根据算式编出了很多有趣的数学问题呢，真厉害！
穿越时空岛（二年级数学）
瞧！小冒险家们正在聚精会神地认读时钟呢，他们仿佛已经穿越了时间和空间！
神秘字母岛（英语）
听，英文字母宝宝在孩子们的口中变成了一个个跳动的字符，随着孩子们上扬的嘴角，它们也被唤醒了。
音乐梦幻岛（音乐）
转呀转，转呀转，转到最动听的歌儿，唱给最亲爱的老师们听！穿越丛林岛（体育）
来，让我们心连着心，手牵着手，奔向丛林最美的彼岸。
缤纷创意岛（美术）
我手绘我心，我口说我心，我们在童画的王国里自在地遨游！
大显身手岛（劳动）
该出手时就出手，红领巾，快到我的手里来，折成少先队员心向党的模样，让它们永远在胸前飘扬！

小小冒险家们，用灿烂的笑脸和精彩的表现顺利通关，也为本学期的学习画上了一个圆满的句号。

本次活动，若水教师们借助“游戏闯关”，以学生的学科核心素养为依据，五育融合，将语文、数学、英语、科学、音乐、体育、美术等学科有机融合，让孩子们沉浸在欢乐的氛围中，为学校进一步落实“双减”政策要求，全面落实立德树人五育融合根本使命进行了有益地尝试，更为学生的全面发展迈出了坚实的一步。 收起d",智慧 游园 勇闯 冒险岛 探索 五育 融合 路径 落实 双减 政策 亮奇招 季夏 可爱 水娃们 化身 小小 探险家 勇闯 知识 海洋 冒险岛 探险 寻宝 迎来 挑战 需得 生活 学习 积累 知识 勇士 顺利 通关 寻宝 成功 活动 双水 小学 荆顺 校区 拉开帷幕 上午 二年级 活动 日月 上午 一年级 活动 二年级 学生 班主任 带领 兴致勃勃 勇闯 冒险岛 趣味 之旅 愿望 启航 二年级 语文 关卡 孩子 自信 满满地 开启 冒险 旅快 愿望 面前 朝气蓬勃 生字 冒险岛 一年级 语文 生字 宝宝 可真 淘气 施展 魔法 分身术 考验 孩子 若水娃 好生 宝宝 组词 组词 背诵 优美 古诗 数字 解密 一年级 数学 奇妙 数字 精灵 带领 数字 解密 勇士 经受 计算能力 挑战 算式 编出 有趣 数学 厉害 穿越时空 二年级 数学 冒险家 聚精会神 认读 时钟 仿佛 穿越 时间 空间 神秘 字母 英语 英文字母 宝宝 孩子 口中 一个个 跳动 字符 孩子 上扬 嘴角 唤醒 音乐 梦幻岛 音乐 转转 转转 动听 歌儿 亲爱 老师 穿越 丛林 体育 心连 手牵着 手奔 丛林 最美 彼岸 缤纷 创意 美术 手绘 我心 口说 我心 童画 王国里 自在 遨游 大显身手 劳动 出手 出手 红领巾 快到 手里 折成 少先队员 心向 模样 永远 胸前 飘扬 小小 冒险家 灿烂 笑脸 精彩 表现 顺利 通关 本学期 学习 画上 圆满 句号 本次 活动 若水 教师 借助 游戏 闯关 学生 学科 核心 素养 五育 融合 语文 数学 英语 科学 音乐 体育 美术 学科 有机 融合 孩子 沉浸 欢乐 氛围 中为 学校 进一步 落实 双减 政策 全面落实 立德 树人 五育 融合 使命 有益 尝试 学生 发展 迈出 坚实 一步
4909665512854459,"高考不是终点，而是你人生新的起点。

作为一个多年前参加高考的考生，我真诚地希望告诉所有的同学，无论是高考，还是志愿填报，你可以选择自己的人生。

高考，可以说是一场标准的成人礼。请不要只将它当做一场影响你命运的考试。事实上，它让你正视自己，给你选择的权利。在你青春鼎盛的时光，让你第",高考 终点 人生 起点 多年 参加 高考 考生 真诚地 希望 告诉 同学 无论是 高考 志愿 填报 选择 人生 高考 一场 标准 成人礼 当做 一场 影响 命运 考试 事实上 正视 选择 权利 青春 鼎盛 时光
4909663299044462,六月的风吹进九月的象牙塔，以纸笔为铠甲，奔赴属于自己的光！来@腾讯视频 #梦中的那片海# 第10集发布弹幕【祝考生马到成功】，与“梦海小分队”一起为所有高考考生送上祝福！,六月 风吹 九月 象牙塔 纸笔 铠甲 奔赴 光来 腾讯 视频 梦中 片海 第集 发布 弹幕 考生 马到成功 梦海 小分队 高考 考生 送上 祝福
4909663344922251,抓住一位公主一起“哎哟哎哟”~@杨超越 L刘宇Yu_的微博视频,抓住 一位 公主 超越 刘宇 微博 视频
4909670882612365,"任嘉伦 海阔凭鱼跃，天高任鸟飞！
Boss传来旅行明信片
祝参加高考的嘉人们：
一飞冲天，金榜题名
#高考加油时刻##带着微博去都市#",任嘉伦 海阔凭鱼跃 天高任鸟飞 传来 旅行 明信片 参加 高考 一飞冲天 金榜题名 高考 加油 时刻 微博去 都市
4909649134097267,#高考加油时刻# 高考加油，同学们冲！,高考 加油 时刻 高考 加油 同学
4785673708244140,#VIP陪练##vip陪练倒闭##VIP陪练##vip陪练#教育部颁布的政策，“双减”实行，因疫情让多家机构都处于维持状态，同门机构小音咖困境，“VIP陪练”责令整改，关于退费已启动三方监管资金，真是个好消息#vip陪练##VIP陪练##vip陪练倒闭##VIP陪练##VIP陪练##VIP陪练##VIP陪练##VIP陪练##VIP陪练##VIP陪练##VIP陪练##VIP陪练# 收起d,陪练 陪练 倒闭 陪练 陪练 教育部 颁布 政策 双减 实行 疫情 多家 机构 处于 状态 同门 机构 小音 困境 陪练 责令 整改 退费 启动 三方 监管 资金 好消息 陪练 陪练 陪练 倒闭 陪练 陪练 陪练 陪练 陪练 陪练 陪练 陪练 陪练
4785672878294527,#VIP陪练##vip陪练倒闭##VIP陪练##vip陪练#教育部颁布的政策，“双减”实行，因疫情让多家机构都处于维持状态，同门机构小音咖困境，“VIP陪练”责令整改，关于退费已启动三方监管资金，真是个好消息#vip陪练##VIP陪练##vip陪练倒闭##VIP陪练#,陪练 陪练 倒闭 陪练 陪练 教育部 颁布 政策 双减 实行 疫情 多家 机构 处于 状态 同门 机构 小音 困境 陪练 责令 整改 退费 启动 三方 监管 资金 好消息 陪练 陪练 陪练 倒闭 陪练
4785672860207289,"【#瑞安严禁暑期违规办班补课# 】各级各类学校（幼儿园）：
为进一步巩固“双减”工作成效，切实减轻中小学生作业负担和校外培训负担，让全市中小学生过一个愉快而有意义的暑假，全面构建瑞安良好教育生态，现就严禁暑期违规办班补课重申如下：
一、严禁学校利用暑期组织学生违规补课或以夏令营等名义变相组织学生违规补课。
二、严禁学校组织或变相组织学生参加校外培训机构举办的文化补习班。
三、严禁学校为校外培训机构提供教育教学场地和设施。
四、严禁在职教师参加校外培训机构或由其他教师、家长、家长委员会等组织的违规补课。
五、严禁在职教师组织、推荐或诱导学生参加校内外违规补课。
六、严禁校外培训机构违反中央“双减”政策在暑期违规开展学科类培训。
对违反以上“六个严禁”的，发现一起、处理一起、通报一起。举报电话：65890963。
瑞安市教育局
2022年6月27日 收起d",瑞安 严禁 暑期 违规 办班 补课 各类 学校 幼儿园 进一步 双减 工作 成效 切实 减轻 中小学生 作业负担 校外 培训 负担 全市 中小学生 愉快 意义 暑假 构建 瑞安 教育 生态 严禁 暑期 违规 办班 补课 重申 严禁 学校 利用 暑期 组织 学生 违规 补课 夏令营 名义 变相 组织 学生 违规 补课 严禁 学校 组织 变相 组织 学生 参加 校外 培训 机构 举办 文化 补习班 严禁 学校 校外 培训 机构 提供 教育 教学 场地 设施 严禁 在职 教师 参加 校外 培训 机构 教师 家长 家长 委员会 组织 违规 补课 严禁 在职 教师 组织 推荐 诱导 学生 参加 校内外 违规 补课 严禁 校外 培训 机构 违反 中央 双减 政策 暑期 违规 学科 培训 违反 六个 严禁 发现 通报 举报电话 瑞安市 教育局 年月日
4785667474722676,发布了头条文章：《xx区“双减”政策落实情况调研报告“双减”““双减政策##报告总结#》 Oxx区“双减”政策落实情况调研报告“双减”““双减政策##报告总结#,发布 头条 文章 双减 政策 落实 情况 调研 报告 双减 双减 政策 报告 双减 政策 落实 情况 调研 报告 双减 双减 政策 报告
4785666657356702,"【人民财评：#线上培训机构切勿试探监管底线#】

近期，教育部在第15次线上巡查监管中发现130多条违规问题线索，主要表现为违规收费、利用暑假和国家法定节假日组织培训、无资质培训等。个别校外培训机构在政策执行上打“擦边球”，用“新瓶换旧酒”，甚至阳奉阴违搞“假整改”，产生的危害不容小觑。

自“双减”政策落地实施后，全国多地对“双减”改革进行了深入探索，因地制宜制定了许多措施，也陆续取得了新的进展。其中，校外培训的发展一直备受行业和社会关注。随着相关政策进一步明确和规范，学科类培训机构积极回应政策要求，及时认清定位并迅速调整发展方向，部分培训机构达到了成功“转型”。

但也要看到，校外培训治理虽然取得了一定成效，依然任重道远，“退费难”“占用节假日组织学科类培训”“隐形变异培训”等问题是仍需下大力气加以解决。这些问题折射出，个别线上培训机构虽转为非营利，但逐利冲动仍在，仍以各种方式打“擦边球”出现违规行为，试探监管底线。

这些线上培训机构在高压态势下仍心存侥幸，利用家长对孩子学习的过分焦虑心理顶风作案，以违规逐利为目标，在阻碍教育培训行业健康发展的同时，也考验着相关部门的政策执行力与监督力。

暑期将至，作为“双减”实施后的第二个暑假，校外培训治理也进入新的关键时期。一方面教育部门要持续推进和巩固“双减”成效，将义务教育阶段学科类校外培训治理“回头看”工作常态化，坚持力度不减、劲头不松。另一方面对各种违规行为要高度重视，从速从重处罚。相关部门可多措并举，综合施策，如用直接退费、借助法律途径维权、提供置换服务等多种方式来切实维护人民群众合法权益。

此外也要看到，“双减”的治理目标是有效减轻学生的学业负担，提升培训服务质量也需同步发力。目前，部分城市已在探索开展校外培训服务质量评估监测，委托专业机构研制评价指标体系等，来推进科学量化管理，促进改革向纵深发展，不失为一个借鉴方向。

教育培训行业具有公益性质和公共服务属性，惟有不忘教育初心，承担起应有的社会责任，方能度过阵痛，开辟“新蓝海”。 收起d",人民 财评 培训 机构 试探 监管 底线 近期 教育部 第次线 巡查 监管 发现 多条 违规 线索 表现 违规 收费 利用 暑假 国家 法定 节假日 组织 培训 资质 培训 校外 培训 机构 政策 执行 擦边球 用新瓶 阳奉阴违 整改 危害 不容 小觑 自双减 政策 落地 实施 全国 多地 双减 改革 探索 因地制宜 制定 措施 陆续 进展 校外 培训 发展 备受 行业 社会 关注 相关 政策 进一步 规范 学科 培训 机构 回应 政策 认清 定位 调整 发展 方向 培训 机构 成功 转型 校外 培训 治理 成效 依然 任重道远 费难 占用 节假日 组织 学科 培训 隐形 变异 培训 下大力气 加以解决 折射出 线上 培训 机构 转为 非营利 逐利 冲动 方式 擦边球 违规行为 试探 监管 底线 线上 培训 机构 高压 态势 心存侥幸 利用 家长 孩子 学习 过分 焦虑 心理 顶风 作案 违规 逐利 目标 阻碍 教育 培训 行业 健康 发展 考验 相关 部门 政策 执行力 监督 暑期 双减 实施 第二个 暑假 校外 培训 治理 关键时期 教育部门 持续 双减 成效 义务教育 阶段 学科 校外 培训 治理 回头 工作 常态 力度 不减 劲头 违规行为 高度重视 处罚 相关 部门 可多措 并举 综合 施策 如用 退费 借助 法律 途径 维权 提供 置换 服务 多种 方式 切实 维护 人民 群众 合法权益 双减 治理 目标 减轻 学生 学业 负担 提升 培训 服务质量 同步 发力 城市 探索 校外 培训 服务质量 评估 监测 委托 专业 机构 研制 评价 指标体系 科学 量化 管理 促进改革 纵深 发展 不失为 借鉴 方向 教育 培训 行业 公益 性质 公共服务 属性 惟有 教育 承担 应有 社会 责任 度过 阵痛 开辟 蓝海
4785662954572016,为传承中华体育文化，强健学生体魄，丰富学生课余活动和校园文化内涵，进一步加强学校体育工作，进贤县第六中学积极落实“双减”政策，以“课后延时”和“周末托管”为有力抓手，深入推进传统体育进校园活动。,传承 中华 体育 文化 强健 学生 体魄 学生 课余 活动 校园文化 内涵 进一步 学校 体育 工作 进贤县 第六 中学 落实 双减 政策 课后 延时 周末 托管 抓手 传统 体育 进校园 活动
